timestamp,amount,merchant,category,card_type,is_fraud
2025-07-04T21:46:40,2406.16,"Vincent, Stein and Navarro",grocery,MasterCard,0
2025-04-25T03:00:05,1246.26,"Lee, Thomas and Meyer",travel,Visa,0
2025-08-11T02:25:32,1412.88,"Wagner, Anderson and Robles",electronics,Amex,0
2025-04-28T00:46:11,1244.3,"Davies, Archer and Owens",travel,MasterCard,0
2025-06-23T07:41:36,3535.24,Olson PLC,travel,Visa,0
2025-04-04T13:21:56,4962.83,Lewis Ltd,travel,Visa,0
2025-09-29T19:37:29,611.1,Garcia Ltd,electronics,Visa,0
2025-01-12T08:22:00,4646.2,Hickman LLC,travel,Visa,0
2025-05-29T22:23:02,4323.11,Robinson-Scott,electronics,Amex,0
2025-07-04T23:27:33,3170.22,"Martinez, Taylor and Nichols",electronics,MasterCard,0
2025-10-09T17:21:08,2401.18,Davis-Holt,grocery,MasterCard,0
2025-03-28T22:01:30,559.17,"Miranda, Burke and Schneider",electronics,Amex,0
2025-05-27T09:59:27,2096.19,"Paul, Hardy and Valdez",grocery,Visa,0
2025-11-01T21:29:36,214.04,"Burch, Kim and Hall",electronics,Visa,0
2025-04-11T14:55:50,1433.73,Carter Inc,grocery,MasterCard,0
2025-02-04T14:50:22,932.35,Yang-Pineda,electronics,MasterCard,0
2025-10-17T04:20:25,1528.74,Berry and Sons,grocery,Amex,0
2025-05-02T16:50:29,2763.32,Ray-Smith,electronics,MasterCard,0
2025-01-25T00:48:33,3709.05,"Nichols, Boone and Whitney",electronics,Visa,0
2025-05-05T03:17:18,3254.74,Salinas-Peck,dining,Visa,0
2025-02-19T01:16:11,4437.1,"Alvarado, Garza and Rodriguez",grocery,Visa,0
2025-01-04T13:38:35,2936.94,"Phelps, Stewart and Cabrera",travel,Visa,0
2025-04-26T06:35:45,3526.25,Porter Group,grocery,Amex,0
2025-02-27T06:06:14,3098.86,"Campbell, Burgess and Sweeney",dining,Visa,0
2025-11-18T11:12:04,2672.45,"Johnson, Flores and Shaw",travel,Visa,0
2025-09-25T10:13:01,2096.88,Hill Ltd,electronics,MasterCard,0
2025-08-11T21:48:22,2247.93,Welch-Lewis,dining,Visa,0
2025-04-24T04:55:52,2419.27,"Levy, Brown and Patrick",grocery,Visa,0
2025-03-01T07:17:16,2999.78,"Clark, Oconnor and Cochran",travel,MasterCard,0
2025-09-30T00:16:12,236.77,"Williams, Grimes and White",travel,Amex,0
2025-07-09T07:52:21,4074.52,"Myers, Joyce and Hopkins",grocery,Visa,0
2025-11-26T12:45:47,2194.35,Ritter PLC,dining,MasterCard,0
2025-06-02T08:21:59,3040.02,Henderson-Kennedy,grocery,Visa,0
2025-05-16T06:27:28,2863.77,Myers-Rose,grocery,Amex,0
2025-04-20T22:07:22,2282.65,Horton-Lee,electronics,MasterCard,0
2025-08-01T19:49:25,4263.85,Davis-Morris,electronics,Amex,0
2025-11-04T07:14:25,604.33,"Glenn, Brown and Michael",travel,MasterCard,0
2025-04-29T02:10:30,205.06,Pena-Ray,electronics,Visa,0
2025-06-21T14:39:17,1359.47,"Olson, Merritt and Clark",travel,Visa,0
2025-11-09T09:09:50,2677.63,"Gonzalez, Curtis and Cox",electronics,Amex,1
2025-08-12T13:44:45,3029.75,Gregory and Sons,grocery,Amex,0
2025-05-27T05:45:15,4421.09,Shelton-Jackson,travel,MasterCard,0
2025-01-22T21:02:51,4492.7,Kelly Group,grocery,Amex,0
2025-03-11T18:17:59,4081.45,Wilson PLC,travel,Amex,0
2025-09-10T11:21:02,4826.49,Watkins-Booker,grocery,Amex,0
2025-09-01T11:48:27,3290.01,"Powell, Johnson and Allen",grocery,Amex,0
2025-07-09T18:19:24,3731.39,Watts-Blevins,electronics,Amex,0
2025-09-11T12:30:31,3175.18,"Bennett, Holt and Pope",dining,Visa,0
2025-09-13T17:50:26,1628.07,Strickland Ltd,dining,Visa,0
2025-05-29T09:26:19,2235.82,Chen-Wallace,dining,MasterCard,0
2025-01-05T12:08:32,750.19,Wilson Inc,dining,Visa,0
2025-07-09T23:50:46,2302.36,"Barnett, Hicks and Johnson",travel,Visa,0
2025-08-11T12:34:42,2852.59,"Mendoza, Benson and Davis",travel,Amex,0
2025-08-19T06:01:58,1417.4,Cruz Ltd,travel,MasterCard,0
2025-09-30T21:59:00,3439.96,Evans-Martinez,travel,Visa,0
2025-05-07T07:21:13,2137.71,Reeves PLC,dining,Visa,0
2025-03-13T19:17:53,3624.29,Hess-Smith,grocery,Amex,0
2025-08-04T22:51:22,507.65,"Logan, Moreno and Brown",grocery,Visa,0
2025-11-22T02:44:49,3819.59,"Ryan, Fuentes and Pearson",grocery,Visa,0
2025-10-20T15:12:20,1249.23,Sheppard Inc,travel,Amex,0
2025-03-12T03:54:43,3002.19,"Neal, Smith and West",grocery,Visa,0
2025-05-03T01:27:06,2716.43,Williams PLC,grocery,Visa,0
2025-03-22T02:12:07,704.76,"Martin, Hart and York",dining,Visa,0
2025-01-14T14:16:22,1543.85,Whitney PLC,travel,Visa,0
2025-04-26T22:56:52,2722.2,Burch-Jackson,grocery,Visa,0
2025-09-13T14:29:23,4126.38,Wright Inc,electronics,Visa,0
2025-07-21T17:33:37,2562.6,Hopkins-Wallace,travel,Visa,0
2025-08-13T02:41:45,4561.71,Neal-Mills,dining,MasterCard,1
2025-05-17T17:58:10,745.41,"Medina, Clark and Garcia",travel,Amex,0
2025-11-15T08:44:51,1929.87,Young and Sons,grocery,MasterCard,0
2025-02-25T00:26:06,856.1,Chase-Lewis,grocery,MasterCard,0
2025-02-22T02:54:33,1792.97,"Arnold, Vargas and Ramirez",grocery,MasterCard,0
2025-10-11T03:44:44,4617.36,"Henderson, Pierce and Green",grocery,Amex,0
2025-09-10T08:17:07,764.0,Ross Inc,electronics,Amex,0
2025-04-09T17:07:25,915.01,"Coleman, Neal and Herrera",electronics,Amex,0
2025-01-28T09:38:55,4089.64,"Oconnor, Cowan and Terry",grocery,MasterCard,0
2025-03-16T19:25:03,4582.01,"Watson, Sandoval and Hoover",electronics,Amex,0
2025-08-23T22:29:35,3995.43,Barnes and Sons,travel,Amex,0
2025-05-03T20:41:31,741.48,Gray-Maynard,dining,Amex,0
2025-04-07T02:50:44,3986.29,Nelson PLC,grocery,Visa,0
2025-02-12T17:10:56,2893.44,"Kelley, Jones and Bowman",electronics,Visa,0
2025-05-21T21:43:21,461.33,Strickland-Thomas,travel,MasterCard,0
2025-11-06T22:48:23,1769.52,Hill Inc,dining,Amex,0
2025-05-27T11:20:54,4864.52,Gray Inc,electronics,Visa,0
2025-10-31T23:36:21,4012.68,Thompson Ltd,travel,MasterCard,0
2025-04-30T01:14:56,2099.11,"Nicholson, Burns and Rice",dining,Amex,0
2025-09-30T00:43:07,2685.7,"Grimes, Arnold and Lawson",grocery,Amex,0
2025-01-19T15:03:00,3577.46,Stewart Group,travel,Amex,0
2025-03-12T03:59:22,445.38,Shaffer-Byrd,travel,Visa,0
2025-11-03T07:39:30,1818.37,"Arnold, Macias and Powell",travel,Visa,0
2025-08-19T00:43:49,307.29,Green Ltd,travel,MasterCard,0
2025-07-19T10:46:35,2307.34,"Moore, Martinez and Gray",dining,Visa,0
2025-10-13T14:38:00,1061.58,Brown-Swanson,travel,Visa,0
2025-05-24T18:03:16,4810.64,"Waters, Gregory and Barnes",dining,Amex,0
2025-06-27T18:52:49,141.47,Gonzales LLC,electronics,Visa,0
2025-11-07T02:16:10,3509.99,Shaw-Hill,grocery,MasterCard,0
2025-06-16T03:03:34,4188.81,"David, Keith and Cervantes",grocery,Visa,0
2025-04-29T12:33:10,1832.57,"Hodge, Meza and Russell",grocery,Visa,0
2025-05-02T10:55:09,2850.22,Walters Inc,travel,Visa,0
2025-10-11T11:39:19,2354.13,Duffy and Sons,electronics,MasterCard,0
2025-08-12T10:20:25,2063.5,Miller LLC,grocery,MasterCard,0
2025-08-04T05:08:36,565.22,Stokes-Smith,grocery,Amex,0
2025-06-14T15:48:49,3758.15,"Romero, Cross and Castillo",grocery,MasterCard,0
2025-07-20T00:15:17,4165.07,"Cuevas, Barron and Wolfe",dining,Amex,0
2025-06-07T11:16:04,3559.92,Jensen Ltd,electronics,Amex,0
2025-01-03T19:57:00,1144.3,"Coleman, Ferguson and Reed",electronics,Visa,0
2025-10-14T23:49:19,2612.29,"Tapia, Morrow and Beard",travel,Amex,0
2025-07-25T02:21:18,1067.2,"Lynch, Lawson and Oconnell",travel,MasterCard,0
2025-09-19T23:00:08,926.63,"Mckee, Thompson and Richardson",grocery,Amex,0
2025-02-21T18:37:16,2347.5,"Gomez, Williams and Simpson",dining,MasterCard,0
2025-03-08T05:01:32,832.47,Booker-Morgan,dining,Visa,0
2025-09-21T17:19:39,1356.9,Decker Inc,electronics,Amex,0
2025-04-23T15:35:57,3896.2,Webb-Baker,travel,MasterCard,0
2025-01-01T20:49:30,822.17,"Welch, Long and Leblanc",travel,Amex,0
2025-09-07T16:56:55,64.78,"Petersen, Johnson and Ford",travel,Amex,0
2025-08-28T21:50:06,1016.61,Brown-Smith,travel,MasterCard,0
2025-06-28T18:48:32,434.35,Evans-Rodriguez,grocery,Amex,0
2025-05-16T19:38:32,4932.6,"Lopez, Gomez and Garcia",grocery,MasterCard,0
2025-07-11T02:12:08,475.12,Miller PLC,electronics,MasterCard,0
2025-03-01T16:41:14,4794.11,Martinez-Freeman,electronics,MasterCard,0
2025-03-02T10:34:49,3631.18,"Wright, Ruiz and Brooks",grocery,MasterCard,0
2025-05-22T13:20:46,2042.36,Mcclain-Herrera,grocery,Amex,0
2025-04-15T15:45:04,4039.4,Mayo Ltd,dining,MasterCard,0
2025-11-22T23:22:42,2935.93,Martin-Gomez,electronics,Visa,0
2025-06-18T12:48:06,766.17,Howard Ltd,grocery,Amex,0
2025-03-19T01:49:27,1165.53,Lopez Inc,travel,Amex,0
2025-02-21T21:59:27,813.62,Fisher-Rivera,electronics,MasterCard,0
2025-01-13T06:35:39,3928.91,Wade Group,electronics,Amex,0
2025-09-16T08:30:47,4281.2,Wilson-Burns,dining,Visa,0
2025-07-12T11:01:29,1052.01,"Klein, Nguyen and Duran",grocery,Visa,0
2025-06-05T07:06:52,2838.84,"Barber, Harmon and Petersen",grocery,Visa,0
2025-02-21T00:54:05,721.69,Rosario Inc,grocery,MasterCard,0
2025-02-18T23:33:25,479.63,Cooper Inc,electronics,Visa,0
2025-10-26T00:32:46,350.13,"Young, Gregory and Peterson",electronics,Visa,0
2025-08-20T21:15:09,364.96,"Smith, Castillo and Campbell",dining,MasterCard,0
2025-02-02T02:01:35,4930.86,Wright-Hernandez,dining,Amex,0
2025-07-18T13:06:02,4621.56,Wright Inc,dining,Visa,0
2025-04-13T08:17:03,1823.73,"Wright, Hoover and Gonzalez",dining,Amex,0
2025-10-02T08:41:34,4586.53,Haynes PLC,electronics,Amex,0
2025-08-26T07:52:08,4225.73,Lopez PLC,electronics,Visa,0
2025-09-02T05:50:47,3414.18,"Hernandez, Martinez and Morales",electronics,Amex,0
2025-04-17T08:34:31,222.95,Hickman Group,grocery,Amex,0
2025-01-07T20:36:56,3955.05,"Gonzalez, Lin and James",grocery,Visa,0
2025-07-23T21:05:09,4266.77,Graves-Baird,travel,Amex,0
2025-03-28T03:05:42,2002.41,Simmons-Brown,dining,MasterCard,0
2025-06-15T20:36:26,3349.06,"Williams, Rodriguez and Cox",dining,Amex,0
2025-05-17T07:47:08,2680.23,"Barnes, Flores and Williams",grocery,Visa,0
2025-01-16T21:06:51,909.56,Williams Ltd,dining,MasterCard,0
2025-05-05T21:53:54,1005.36,Mitchell LLC,electronics,MasterCard,0
2025-08-24T13:11:35,4982.23,Jordan LLC,dining,Visa,0
2025-07-10T19:07:14,1399.09,Cook-Rodriguez,travel,MasterCard,0
2025-09-17T19:02:34,736.11,Vega and Sons,grocery,Amex,0
2025-05-09T15:07:01,3873.29,Figueroa-Ward,electronics,MasterCard,0
2025-10-30T11:01:10,4893.02,"Rice, Watson and Santos",travel,Visa,0
2025-03-23T13:39:08,4763.7,"Cruz, Eaton and Anderson",electronics,MasterCard,0
2025-10-16T09:24:59,3182.08,"Martinez, Willis and Barr",grocery,MasterCard,0
2025-09-12T03:01:55,2031.29,Lee Group,dining,MasterCard,0
2025-02-08T07:22:02,2628.64,Mcmahon PLC,electronics,Visa,0
2025-05-14T04:02:26,4154.44,Swanson-Mayo,dining,MasterCard,0
2025-03-20T10:46:05,4817.2,"Le, Williams and Lee",travel,MasterCard,0
2025-08-02T18:59:29,4710.29,"King, Wiley and Castaneda",travel,Amex,0
2025-08-06T14:48:13,2189.55,Jacobson-West,dining,Visa,0
2025-10-06T13:57:42,2808.93,Bartlett Inc,travel,Visa,0
2025-07-07T12:12:51,3616.39,Mills-Farley,travel,MasterCard,0
2025-11-04T03:35:02,3323.67,Jackson LLC,electronics,Visa,0
2025-09-28T13:46:21,761.03,Roberts PLC,travel,MasterCard,0
2025-01-24T14:38:07,4322.86,"Lee, Olsen and Simpson",dining,MasterCard,0
2025-07-26T18:58:43,2608.25,"Mata, Martin and Christensen",dining,Visa,1
2025-05-30T04:32:29,3175.12,"Chan, Morales and Nelson",grocery,Visa,0
2025-03-13T11:37:21,1100.93,Moore and Sons,dining,Amex,0
2025-08-18T22:53:27,2734.97,"Smith, Mcfarland and Hunt",dining,Visa,0
2025-07-15T15:55:18,1746.95,"Le, Green and Phelps",grocery,MasterCard,0
2025-04-26T02:18:35,4070.76,"Adams, Wilson and Walker",electronics,Amex,1
2025-07-27T05:11:37,4097.07,Carter Ltd,dining,Amex,0
2025-02-27T12:45:35,4995.25,Ho-Nelson,electronics,MasterCard,0
2025-11-04T01:07:29,4142.65,Day and Sons,electronics,Visa,0
2025-11-16T18:44:23,4632.48,Nichols Inc,electronics,Visa,0
2025-09-09T21:48:51,2768.24,Chen-Compton,dining,MasterCard,0
2025-05-07T01:08:09,1432.29,Potts PLC,dining,Amex,0
2025-04-13T13:00:51,1423.41,"Anderson, Villanueva and Phillips",grocery,Visa,0
2025-01-23T05:44:01,4031.64,"Cabrera, Holloway and Robinson",grocery,Amex,0
2025-04-19T14:53:52,4663.16,Scott Inc,grocery,Amex,0
2025-07-28T16:49:32,2226.08,"Irwin, Osborne and Deleon",grocery,Amex,0
2025-02-11T08:07:05,1456.62,"Reese, Reyes and Valdez",travel,MasterCard,0
2025-09-01T04:52:59,2762.42,"Munoz, Harris and Ramos",dining,Visa,0
2025-05-06T22:21:01,1759.56,Harris-Soto,dining,MasterCard,0
2025-10-20T09:30:54,4540.89,Moore-Hall,dining,Visa,0
2025-10-10T01:28:38,4698.69,Richardson-Barrera,electronics,MasterCard,0
2025-02-06T09:15:50,4399.24,White-Lopez,dining,Amex,0
2025-03-10T09:28:09,1215.36,Hudson Ltd,dining,Visa,0
2025-03-12T01:30:42,87.5,"Campbell, Collins and Mcclure",electronics,Amex,0
2025-11-14T11:38:41,4101.97,Mcdaniel-Lopez,electronics,Visa,0
2025-02-25T17:43:31,4796.21,Simmons Group,travel,Amex,0
2025-09-08T12:56:33,4867.72,Garcia-Rose,dining,Visa,0
2025-10-10T05:56:14,4008.64,Morrison Group,travel,Amex,0
2025-05-30T03:03:04,1958.15,Rodriguez Inc,dining,MasterCard,0
2025-10-24T11:49:48,2591.21,"Michael, Anderson and Carrillo",grocery,Amex,0
2025-04-14T22:44:21,4007.85,Mays PLC,dining,Amex,0
2025-01-06T05:48:00,4584.16,Rosario Inc,travel,MasterCard,0
2025-07-30T15:15:22,1026.78,"Meyers, Farrell and Miller",dining,Visa,0
2025-02-24T01:43:06,3148.18,Malone-Stafford,grocery,Amex,0
2025-11-13T16:41:02,3540.8,Parker Group,grocery,Amex,0
2025-03-02T00:10:06,1918.2,Brown Ltd,travel,MasterCard,0
2025-04-14T20:52:35,3175.97,"Stephens, Smith and Williams",travel,Visa,0
2025-07-31T12:25:56,3266.09,Garcia-Tanner,travel,Amex,0
2025-06-11T06:44:01,4203.88,Smith and Sons,dining,MasterCard,0
2025-01-10T07:42:15,3299.7,Simmons and Sons,travel,Amex,0
2025-05-18T05:05:13,125.47,"Mitchell, Dorsey and Cohen",grocery,Visa,0
2025-09-24T17:07:32,2301.05,"Carson, Rodriguez and Jackson",grocery,Visa,0
2025-02-12T18:32:19,1419.49,Garcia LLC,grocery,Visa,0
2025-05-19T18:21:03,2476.28,Gilbert Inc,travel,MasterCard,0
2025-05-21T00:02:34,512.35,Huang PLC,dining,Visa,0
2025-02-28T16:22:54,2437.72,Patterson LLC,travel,Amex,0
2025-08-21T20:47:02,2105.34,Shelton and Sons,dining,Visa,0
2025-09-17T03:26:19,907.23,"Turner, Roth and Bailey",travel,Amex,1
2025-02-10T08:37:42,2840.8,Hendricks-Stanley,grocery,Visa,0
2025-04-14T01:42:58,4879.82,"Lindsey, Mccormick and Hensley",dining,Amex,0
2025-02-27T17:27:09,3003.96,"Thomas, Hernandez and Griffin",electronics,Visa,1
2025-11-06T11:11:13,972.3,Briggs-Wilson,grocery,Amex,1
2025-06-16T00:09:07,2563.61,"Ramirez, Davis and Cooley",electronics,Visa,0
2025-03-12T15:10:22,4493.88,Gomez-Snyder,travel,Visa,1
2025-07-06T21:56:03,426.38,"Dudley, Guzman and Fields",travel,MasterCard,0
2025-02-23T16:18:56,1375.6,"Dorsey, Reyes and Dunn",grocery,MasterCard,0
2025-07-29T05:29:17,3543.34,"Vasquez, Herrera and Hall",dining,Amex,0
2025-02-02T11:22:25,4046.97,"Espinoza, Rose and Frank",dining,Visa,0
2025-11-12T01:47:25,1257.96,"Robinson, Miller and Ward",electronics,MasterCard,0
2025-03-20T22:42:13,523.44,Cox Group,electronics,Visa,0
2025-02-21T21:10:26,3972.56,Brown LLC,dining,MasterCard,0
2025-05-21T03:26:43,4415.46,Phillips and Sons,electronics,MasterCard,0
2025-11-21T09:06:57,3118.33,"Bonilla, Durham and Sanchez",dining,Visa,0
2025-11-18T11:51:30,2840.04,Brown and Sons,grocery,MasterCard,0
2025-02-15T12:43:00,844.57,"Padilla, Bennett and Johnson",electronics,Amex,0
2025-06-14T22:34:20,2054.94,Brown-Rodriguez,electronics,MasterCard,0
2025-08-14T20:58:15,159.4,Woods PLC,electronics,MasterCard,0
2025-03-03T10:16:51,3956.57,Thomas and Sons,grocery,Visa,0
2025-01-31T16:16:15,3288.2,Jones PLC,electronics,Visa,0
2025-11-19T18:06:54,58.07,Hernandez-White,electronics,Visa,0
2025-10-16T18:27:44,2332.23,Adkins Ltd,travel,Amex,0
2025-04-27T07:36:50,340.51,Jenkins-Rogers,travel,Amex,0
2025-10-31T11:08:49,1095.14,"Dominguez, Mitchell and Moore",grocery,Amex,0
2025-09-07T12:06:28,4464.39,Munoz and Sons,dining,MasterCard,0
2025-07-15T11:03:12,4068.84,Smith Group,grocery,MasterCard,0
2025-09-22T01:09:37,2498.27,Spencer-Gallegos,dining,Visa,0
2025-08-11T04:02:00,629.22,"Torres, Perez and Huynh",electronics,Amex,0
2025-04-16T13:37:00,1920.46,Boyd and Sons,electronics,Visa,0
2025-10-16T14:31:04,3221.9,Morales Inc,grocery,MasterCard,0
2025-03-27T00:21:20,1428.99,White-Reese,dining,Visa,0
2025-08-06T05:00:02,4480.19,"Skinner, Velasquez and Mcdonald",grocery,MasterCard,0
2025-05-02T15:08:21,3227.43,"May, Wilcox and Martin",grocery,MasterCard,0
2025-11-08T23:39:52,3619.04,Lucas-Lee,electronics,MasterCard,0
2025-02-12T02:22:10,408.04,Miller PLC,dining,Amex,0
2025-10-30T10:54:59,244.89,Johnson-Campbell,dining,MasterCard,0
2025-07-30T07:46:43,4244.87,Jones PLC,grocery,MasterCard,0
2025-01-05T06:18:47,4689.14,Lopez-Harris,travel,Visa,0
2025-01-13T13:40:49,4129.03,Adams PLC,electronics,Amex,0
2025-08-08T08:17:16,3624.02,Elliott Group,grocery,Visa,0
2025-01-18T17:46:27,3623.3,Edwards LLC,grocery,Amex,0
2025-01-04T07:01:38,4341.39,Walton-Benjamin,grocery,Visa,0
2025-07-14T06:21:06,249.54,Edwards Group,electronics,MasterCard,0
2025-10-09T19:54:12,3442.73,Dickson-Park,dining,MasterCard,0
2025-02-07T19:38:45,3496.34,Russell-Figueroa,dining,Visa,0
2025-02-09T05:24:54,640.18,"Aguirre, Hernandez and Matthews",dining,Amex,0
2025-05-29T09:32:22,2239.43,Willis-Christian,travel,Amex,0
2025-04-23T16:06:31,2394.85,Hernandez Group,electronics,MasterCard,0
2025-01-31T14:01:47,3865.49,"Davis, Higgins and Wilkerson",grocery,MasterCard,0
2025-11-10T14:13:19,3833.35,"Pena, Mack and Martin",electronics,Amex,0
2025-07-14T19:26:11,4179.36,"Gay, Franklin and Mills",travel,Amex,0
2025-10-26T12:12:31,399.3,West-Anderson,grocery,Visa,0
2025-04-23T22:50:24,75.51,Hanson-Bentley,dining,Visa,0
2025-01-16T12:56:50,2443.35,"Schroeder, Hughes and Clark",electronics,MasterCard,0
2025-08-26T01:13:16,3545.48,"Jones, Hernandez and Burton",grocery,Visa,0
2025-07-13T05:14:55,1101.74,Ballard and Sons,dining,Amex,0
2025-10-25T14:35:42,2572.19,Payne-Novak,travel,Visa,0
2025-10-31T11:36:00,1396.41,Porter Group,electronics,Amex,0
2025-05-02T20:04:12,3245.43,Villa and Sons,grocery,Amex,0
2025-01-27T11:18:51,559.89,Ray-Gomez,dining,Visa,1
2025-01-28T15:00:58,1341.12,Page Group,dining,MasterCard,0
2025-04-11T04:12:47,1335.24,Good-Hines,grocery,MasterCard,0
2025-06-21T16:09:41,2163.05,"Glass, Case and Bonilla",dining,Amex,0
2025-07-09T14:54:13,1675.36,Cox LLC,electronics,Visa,0
2025-06-05T17:01:27,255.18,Vincent-Stark,dining,Visa,0
2025-02-20T02:13:12,1477.09,Richardson-Kirk,electronics,Amex,0
2025-05-02T19:23:13,3041.17,Miller-Gutierrez,grocery,Amex,0
2025-06-24T19:09:50,258.86,Rich-Esparza,grocery,Visa,0
2025-01-17T13:45:54,584.79,"Madden, Brown and Gibbs",electronics,Visa,0
2025-09-29T18:05:55,338.58,"Smith, Farrell and Roberts",travel,Amex,0
2025-03-03T10:35:05,3500.57,"Ross, Jones and Price",dining,Visa,0
2025-06-29T12:44:54,1107.24,"Davis, Owens and Day",electronics,MasterCard,0
2025-11-14T19:00:47,1036.47,Rodriguez-White,electronics,Amex,0
2025-02-12T01:52:46,1447.08,Tate-Gonzalez,grocery,Visa,0
2025-05-08T15:53:54,933.54,Stewart PLC,dining,Amex,0
2025-07-08T20:35:53,1533.57,Park Group,travel,Visa,0
2025-02-14T09:35:58,1582.41,Gibson-Gardner,travel,MasterCard,0
2025-07-02T12:24:54,4500.35,Bowman LLC,grocery,Amex,0
2025-08-09T16:04:08,2378.26,Huerta Group,travel,MasterCard,0
2025-01-25T05:36:45,4407.48,Clarke-Irwin,grocery,Amex,0
2025-03-24T21:13:34,1767.2,Lewis Inc,grocery,MasterCard,0
2025-10-22T14:49:02,4367.36,"Henderson, King and Thompson",grocery,Visa,0
2025-02-25T01:05:34,2840.66,Hill Inc,travel,Amex,0
2025-04-26T20:42:01,2520.7,"Hayes, Barnes and Lewis",grocery,Visa,0
2025-04-11T18:13:24,1529.97,Rivas Inc,dining,MasterCard,0
2025-06-16T10:13:44,3676.73,Richmond-Phillips,electronics,Amex,0
2025-03-19T03:08:08,2437.6,Mcmahon-Olson,grocery,MasterCard,0
2025-07-27T23:16:49,1512.66,"Bowers, Sheppard and Kim",dining,Visa,0
2025-09-27T02:18:34,1356.99,"Price, Smith and Logan",grocery,Visa,0
2025-08-20T21:38:32,4893.4,Miller Ltd,travel,MasterCard,0
2025-08-13T15:54:41,2494.18,"Thomas, Beck and Colon",dining,MasterCard,0
2025-10-13T04:41:58,1039.47,"Bryan, Quinn and Smith",dining,Amex,0
2025-06-28T03:00:44,548.58,Porter LLC,dining,Amex,0
2025-02-14T02:53:34,883.01,"Russell, Meyer and Smith",electronics,MasterCard,0
2025-06-24T23:30:50,1961.22,Walters Ltd,electronics,MasterCard,0
2025-08-13T14:51:52,960.96,Johnson Ltd,electronics,Amex,0
2025-03-14T21:05:22,623.58,Horton-Schroeder,electronics,MasterCard,0
2025-08-22T09:11:53,559.85,Robinson-Clark,travel,MasterCard,1
2025-03-16T05:43:51,3407.81,"Ray, Smith and Cervantes",electronics,Amex,0
2025-01-07T06:54:48,2795.12,Mosley-Shaw,dining,MasterCard,0
2025-02-18T10:42:39,332.44,"Porter, Duarte and Gutierrez",dining,Visa,0
2025-05-17T14:21:06,1094.45,Clayton-Simmons,grocery,Visa,0
2025-10-25T03:04:23,2446.95,Wilson-Thompson,electronics,Amex,1
2025-06-16T08:49:28,4172.21,Thompson-Larson,travel,MasterCard,0
2025-07-30T18:55:00,4394.82,James-Bruce,travel,Visa,0
2025-09-25T09:45:26,3568.85,"Kim, Campbell and Oliver",travel,MasterCard,0
2025-02-08T12:50:40,2930.27,Shaffer Inc,travel,Visa,0
2025-02-04T19:29:10,2371.16,"Smith, Randolph and Garcia",dining,MasterCard,0
2025-10-19T05:58:54,2001.58,"Ho, Garcia and Wallace",electronics,MasterCard,0
2025-08-14T17:29:22,2989.22,Contreras Group,dining,Amex,0
2025-03-24T06:46:55,4380.9,Frank PLC,travel,Amex,0
2025-05-28T23:55:17,3840.63,Gonzalez Group,dining,Amex,0
2025-02-18T07:52:12,1005.62,Ponce-Sloan,electronics,Amex,0
2025-06-10T08:49:50,4636.32,"Padilla, Figueroa and Smith",travel,MasterCard,0
2025-05-26T11:55:59,3914.2,Romero LLC,grocery,Visa,0
2025-09-13T19:21:35,2637.59,Parker-Orr,electronics,MasterCard,0
2025-06-11T01:26:17,1777.43,"Allen, Mccullough and Perry",dining,MasterCard,0
2025-01-07T00:45:02,148.09,Hernandez LLC,dining,Visa,0
2025-11-23T12:32:27,3781.72,"Wilkins, Greene and Rogers",electronics,Visa,0
2025-08-11T05:10:24,2905.81,Allen-Beltran,electronics,Visa,0
2025-03-16T19:43:30,3779.12,"Newman, Poole and Solis",dining,Amex,0
2025-08-13T09:59:09,39.7,Anderson-Fields,dining,Visa,0
2025-10-10T18:30:08,432.45,Powell LLC,grocery,MasterCard,0
2025-07-20T21:22:18,2975.76,Kim Inc,dining,Amex,0
2025-10-03T17:54:40,1663.22,Gordon Ltd,grocery,Amex,0
2025-08-13T01:24:44,1033.27,Cameron-Burton,dining,Visa,0
2025-04-12T01:31:13,1125.48,"Moore, Morris and Davis",travel,MasterCard,0
2025-01-10T22:59:03,3144.91,Smith-Carrillo,grocery,MasterCard,0
2025-03-01T10:30:59,3122.08,Montgomery PLC,grocery,Visa,0
2025-01-31T14:12:46,773.58,"Reyes, Newton and Anderson",grocery,Visa,0
2025-06-26T04:50:55,1029.43,"Welch, Howard and Allen",dining,MasterCard,0
2025-03-28T02:54:30,287.71,Lee-Pittman,dining,MasterCard,0
2025-10-10T01:43:27,4913.65,Townsend-Hopkins,electronics,Amex,0
2025-04-17T18:51:28,3409.79,Donovan Ltd,grocery,MasterCard,0
2025-01-09T23:41:17,739.77,"Mercer, Camacho and Rodriguez",travel,Amex,1
2025-08-20T10:08:19,3290.75,Rodriguez LLC,travel,MasterCard,0
2025-04-12T17:58:02,2407.53,Davis Group,grocery,Amex,0
2025-11-25T00:27:45,2469.89,Durham-Clark,dining,MasterCard,0
2025-02-09T02:19:42,3491.29,Pope-Gutierrez,dining,MasterCard,0
2025-07-08T22:40:11,749.35,"Jones, Mcdaniel and Brooks",grocery,Amex,0
2025-05-02T18:49:24,1953.25,"Odonnell, Stokes and White",grocery,Amex,0
2025-01-04T22:30:51,3255.61,Keller Ltd,dining,Visa,0
2025-08-24T14:25:59,4541.46,Wilson LLC,travel,MasterCard,0
